TYPE,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,MARINE,STATUS_YR,age,GOV_TYPE,GOV_CAT,MANG_AUTH,ISO3,pop,logpop,veg_diversity,veg_factor,AREA,logArea,mean_access,logAccess,temp,meanbirdpop,meanmampop,meansppop,Visitation_rate,logVis
Polygon,555581177,555581177,Beacon and Bicknoller Hills,Beacon and Bicknoller Hills,Nature Reserve,Nature Reserve,National,0,1981,39,Non-profit organisations,C,National Trust,GBR,24830.04005,4.39497742,3,Mosaic,2.623963389,0.418957771,13.16666667,1.119475841,9.670833429,459,0,459,#N/A,0
Polygon,138168,138168,"Beacon Hill, Hangingstone and Out Woods","Beacon Hill, Hangingstone and Out Woods",Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1987,33,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,272025.4823,5.434609589,4,Mosaic,1.47323749,0.168272762,5,0.698970004,9.263888677,579,120,699,#N/A,0
Polygon,136140,136140,Beauly Firth,Beauly Firth,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,80813.63435,4.907484638,8,Water bodies,12.37126495,1.092414108,107.742266,2.032386105,8.472916365,576.6666667,0,576.6666667,#N/A,0
Polygon,138951,138951,Beddmanarch-Cymyran,Beddmanarch-Cymyran,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1961,59,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,30879.75758,4.489673882,6,Water bodies,8.89608602,0.949198974,77.54545455,1.889556346,10.22500006,529.3333333,57,586.3333333,#N/A,0
Polygon,136274,136274,Bedford Purlieus,Bedford Purlieus,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,56218.42716,4.749878691,5,Mosaic,2.14017619,0.330449528,8.6,0.934498451,9.463333321,522,90,612,#N/A,0
Polygon,136494,136494,Beeding Hill To Newtimber Hill,Beeding Hill To Newtimber Hill,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,472782.8854,5.674661747,5,Grassland,3.206384352,0.50601558,6.714285714,0.826999818,9.948809624,483,116.5,599.5,#N/A,0
Polygon,555581568,555581568,Begwns,Begwns,Nature Reserve,Nature Reserve,National,0,1992,28,Non-profit organisations,C,National Trust,GBR,12851.81807,4.108964569,3,Grassland,5.226102115,0.718177891,32.36363636,1.510057313,8.609090892,541,67,608,#N/A,0
Polygon,135968,135968,Beinn a' Chapuill,Beinn a' Chapuill,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1609.94229,3.206810309,4,Mosaic,5.207476231,0.716627296,213.3,2.328990855,6.964166641,478,0,478,#N/A,0
Polygon,135437,135437,Beinn a' Chuallaich,Beinn a' Chuallaich,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,616.8554548,2.79018341,3,Mosaic,4.480728787,0.651348657,58.8,1.769377326,6.19749999,552.5,47,599.5,#N/A,0
Polygon,135341,135341,Beinn a' Ghlo,Beinn a' Ghlo,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1972,48,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,6630.539683,3.821548879,8,Mosaic,80.62471313,1.906468182,79.13714286,1.898380367,5.517816094,303,0,303,#N/A,0
Polygon,135092,135092,Beinn an Lochain,Beinn an Lochain,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1995,25,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,2196.711899,3.341773102,8,Grassland,13.64036998,1.13482615,43.06451613,1.634119572,6.679301123,413.5,0,413.5,#N/A,0
Polygon,135956,135956,Beinn Bhan,Beinn Bhan,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,3601.786879,3.556518012,7,Mosaic,41.58068399,1.618891629,207.9111111,2.317877699,6.941296302,405,31,436,#N/A,0
Polygon,136177,136177,Beinn Dearg,Beinn Dearg,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,653.4505383,2.81521272,10,Mosaic,138.1181467,2.140250742,190.3366337,2.279522384,5.828547866,286.5,0,286.5,#N/A,0
Polygon,139887,139887,Beinn Iadain and Beinn na h-Uamha,Beinn Iadain and Beinn na h-Uamha,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1962,58,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1118.076879,3.048471667,7,Mosaic,16.11170667,1.207141547,132.2571429,2.121419137,8.267647056,444,0,444,#N/A,0
Polygon,555581179,555581179,Bellister,Bellister,Nature Reserve,Nature Reserve,National,0,1976,44,Non-profit organisations,C,National Trust,GBR,9622.254907,3.983276858,4,Mosaic,1.615657531,0.208349309,21.5,1.33243846,8.104166508,577.25,0,577.25,#N/A,0
Polygon,555581180,555581180,Belton House,Belton House,Nature Reserve,Nature Reserve,National,0,1984,36,Non-profit organisations,C,National Trust,GBR,67972.32319,4.832332114,6,Grassland,3.822710504,0.58237141,19.57142857,1.291622527,9.353571347,416,71,487,#N/A,0
Polygon,135505,135505,Ben A'an and Brenachoile Woods,Ben A'an and Brenachoile Woods,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1989,31,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,2973.985122,3.473338792,3,Mosaic,2.653118131,0.423756588,22.8,1.357934847,7.86833334,477,95,572,#N/A,0
Polygon,135797,135797,Ben Alder and Aonach Beag,Ben Alder and Aonach Beag,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,245.2747265,2.3896528,10,Mosaic,66.36832846,1.82196088,117.6014493,2.070412674,5.019021746,334,0,334,#N/A,0
Polygon,135303,135303,Ben Chonzie,Ben Chonzie,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1972,48,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,5262.510857,3.721193005,5,Mosaic,16.38071857,1.214332949,53.32432432,1.726925361,5.563063042,515,0,515,#N/A,0
Polygon,136084,136084,Ben Griams,Ben Griams,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,72.73250962,1.861728573,8,Mosaic,75.13568066,1.875846225,212.2012195,2.326747875,7.214417191,417,31,448,#N/A,0
Polygon,135254,135254,Ben Heasgarnich,Ben Heasgarnich,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1955,65,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,680.492154,2.832823122,6,Mosaic,40.38561807,1.606226734,93.625,1.971391831,5.385037888,358,0,358,#N/A,0
Polygon,136190,136190,Ben Hope,Ben Hope,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,15,1.176091259,7,Mosaic,30.1941096,1.479922227,230.2058824,2.362116417,6.799264719,358,15,373,#N/A,0
Polygon,136051,136051,Ben Hutig,Ben Hutig,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,568.9651876,2.755085695,5,Mosaic,26.87706356,1.429381818,208.4259259,2.318951739,7.522222234,0,0,0,#N/A,0
Polygon,136016,136016,Ben Klibreck,Ben Klibreck,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,147.6413624,2.169208044,9,Mosaic,87.14156726,1.940225367,194.822335,2.289638744,6.807952629,320,0,320,#N/A,0
Polygon,1460,1460,Ben Lawers,Ben Lawers,National Nature Reserve,National Nature Reserve,National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,3127.27214,3.495165676,6,Grassland,44.96957466,1.65291878,56.56666667,1.752560588,5.580648147,544,60,604,#N/A,0
Polygon,136021,136021,Ben Loyal,Ben Loyal,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,553.9651876,2.743482474,7,Mosaic,43.27332524,1.636220269,203.5979381,2.308773375,7.096683663,327,0,327,#N/A,0
Polygon,555624807,555624807,Ben Mor Coigach,Ben Mor Coigach,Nature Reserve,Nature Reserve,National,0,1998,22,Collaborative governance,B,Scottish Wildlife Trust,GBR,4570.096754,3.659925395,6,Mosaic,60.83939841,1.784184911,209.1666667,2.320492476,7.674197501,444,35,479,#N/A,0
Polygon,135019,135019,Ben More - Scarisdale,Ben More - Scarisdale,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1962,58,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,895.635145,2.952131127,8,Mosaic,40.83555704,1.611038484,140.4390244,2.147487804,7.843107,523,0,523,#N/A,0
Polygon,135241,135241,Ben More - Stob Binnein,Ben More - Stob Binnein,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1972,48,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,699.5217266,2.844801208,7,Mosaic,38.70346452,1.587749842,59.89285714,1.777375031,5.546329379,457.5,0,457.5,#N/A,0
Polygon,136022,136022,Ben More Assynt,Ben More Assynt,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1956,64,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,268.980624,2.429720997,10,Mosaic,88.07951785,1.944874929,196.0051813,2.292267552,6.436830741,374.5,0,374.5,#N/A,0
Polygon,136167,136167,Ben Nevis,Ben Nevis,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,15787.01612,4.198300052,10,Mosaic,95.1234951,1.978287799,120.7093596,2.081740946,5.619211838,417.5,81,498.5,#N/A,0
Polygon,135509,135509,Ben Vorlich,Ben Vorlich,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1235.219423,3.091744112,6,Mosaic,7.645816541,0.883423873,43.88888889,1.642354586,6.023148219,462.5,0,462.5,#N/A,0
Polygon,135320,135320,Ben Vrackie,Ben Vrackie,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1955,65,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,6932.666018,3.840900279,4,Mosaic,18.7224486,1.272362647,56.15789474,1.749410818,6.033552622,417.25,0,417.25,#N/A,0
Polygon,140505,140505,Benfleet and Southend Marshes,Benfleet and Southend Marshes,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1987,33,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,544739.6875,5.736189017,10,Water bodies,23.69862335,1.374723119,2.166666667,0.335792102,10.34861104,499.3333333,0,499.3333333,#N/A,0
Polygon,137037,137037,Bentley Park Wood,Bentley Park Wood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,181962.8061,5.259982626,5,Mosaic,1.052932998,0.022400736,4.647645616,0.667233006,8.986234246,505.25,0,505.25,#N/A,0
Polygon,140273,140273,Bentley Wood,Bentley Wood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,40800.06449,4.61066085,6,Mosaic,6.584037006,0.818492263,22.28571429,1.348026558,9.932738168,457.5,100,557.5,#N/A,0
Polygon,169683,169683,Berneray,Berneray,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1999,21,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,686.995016,2.836953586,5,Mosaic,6.661000117,0.823539441,336.0909091,2.526456765,8.779861132,287,0,287,#N/A,0
Polygon,137952,137952,"Berner's Heath, Icklingham","Berner's Heath, Icklingham",Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,64080.70747,4.806727298,4,Mosaic,2.354481399,0.371895264,26.6,1.424881637,9.656666565,633.3333333,136.3333333,769.6666666,#N/A,0
Polygon,136156,136156,Berriedale Cliffs,Berriedale Cliffs,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1978,42,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1965.346903,3.293439219,5,Mosaic,2.239549805,0.350160725,161,2.206825876,7.878571442,0,0,0,#N/A,0
Polygon,136160,136160,Berriedale Water,Berriedale Water,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1979,41,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,761.1572797,2.881474405,3,Mosaic,2.185745282,0.33959955,167.6666667,2.22444673,7.833333333,505,0,505,#N/A,0
Polygon,139984,139984,Berrow Dunes,Berrow Dunes,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,122840.929,5.089343092,5,Mosaic,1.997417907,0.300468939,8.5,0.929418926,10.44444466,446.5,0,446.5,#N/A,0
Polygon,138959,138959,Berwyn,Berwyn,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,38885.41496,4.589786738,6,Mosaic,242.4039663,2.384539722,39.51521739,1.596764376,7.23180828,470,0,470,#N/A,0
Polygon,555545721,555545721,Bewick and Beanley Moors,Bewick and Beanley Moors,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2010,10,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,17232.4254,4.236346407,5,Mosaic,34.29249141,1.535199039,42.22535211,1.62557328,7.999761908,485,65,550,#N/A,0
Polygon,555581186,555581186,Bickerton Hill,Bickerton Hill,Nature Reserve,Nature Reserve,National,0,1983,37,Non-profit organisations,C,National Trust,GBR,31132.84972,4.493218875,3,Grassland,1.004817444,0.002087166,10.5,1.021189299,8.745833397,520,0,520,#N/A,0
